id,target,s_label,t_label,source
737,"lindsey is the only thing , and i am sure you are going to do a lot of a few conservative dr?le",1,0,"robby gross it 's friday , thought you may appreciate a funny joke"
738,thanks senator mccain ...,1,0,thank you senator warren ...
739,"get rid of it , rand paul is going to have to be in the boondoggle of a few autres &apos;s budget .",1,0,breaking news - hillary involved in sex trafficking along many other politicians .
740,"in fact we need to see the irs , so the dems should be impeached .",1,0,actually we do support trump - so the dems need to get in line .
741,"mr gowdy , why are you going to do about it ? ? ?",1,0,"donald trump racism , sexism ? ? ?"
742,hey trey gowdy ! !,1,0,oh patty thats great news ! ! ! !
743,really don &apos;t know that you are going to do something about the people of non-white .,1,0,try not to forget you also serve non-white nh constituents this time .
744,well done trey gowdy .,1,0,bravo sen. booker .
745,the most of the house is the same thing in the constitution to get a third party in office .,1,0,shame from society is the oldest trick in the book of trying to keep a woman in her place .
746,it is a third party &apos;s time that has done the constitution .,1,0,this is a 6th century culture forced into the 21st century overnight .
747,dining can &apos;t all of them but it &apos;s not going to do something about it .,1,0,hillary may have all of these qualities but it doesn 't excuse her from acting out .
748,hey trey gowdy you have been a chance to get rid of the time in 2015 if you are going to the people we need to stop the people ?,1,0,hey chuck have you had a chance to watch the video in 2015 when you were telling the media we need to ban the refugees ?
749,"the republicans in this administration are not going to do a lot of the republican party or the american people or the people or the country , or wherein .",1,0,republicans in this era don 't give a damn about the middle class or women or the poor or the young or the environment or anything unless it means making them more money .
750,didn &apos;t 267k to get rid of too many people impeach him ?,1,0,$ 267k to help too big pharma gouge the nation ?
751,call for the american people like your constituents,1,0,cry for the u.s. citizens killed by your friends
752,"if you want to stand up for the white house , it is trying to do you weaksauce and get rid of the gop sanders .",1,0,"if you want to keep trump out of the white house , it 's time you wake up and start supporting bernie sanders ."
753,hi ted cruz !,1,0,hi love you !
754,"throat you are a true conservative , sir .",1,0,"you are an awesome senator , a wonderful person . # strong together ."
755,plastics you need to get rid of a balanced budget and the constitution ?,1,0,you want to get into a shooting match and screw up police work ?
756,and how about the rest of non-gender who are going to get rid of the debt ceiling for all the pm of the constitution that is going to overboard .,1,0,and consider the number of democratic senators who seem to swing from the right on any major piece of legislation that favors the commons .
757,thanks for standing up for this one of we the people .,1,0,thank you for being that voice for so many of us .
758,ben sasse is a joke .,1,0,al frankenstein is a fake .
759,love section of the republican party !,1,0,love those minnesota boys !
760,"install the way of impeachment and confiscation of cohorts to do something about explain to get rid of office in the people , so much more in washington , it &apos;s time for obamacare , he is going to be impeached , and the republican party .",1,0,"include the history of gun control and confiscation vis-a-vis the crime rates in those locales directly affected : look especially at chicago , il ; oakland , ca ; and the district of columbia ."
761,trey gowdy brian,1,0,mahalo senator brian schatz
762,the jeremy of education is going to be the new of south carolina .,1,0,go with ur gut chuck stop back peddling ny needs u
763,i would support a smarty-pants marco paul and his family on who obama care is going to be in all of the time or senate .,1,0,i 'd support a smarty-pants elizabeth warren and her wisdom over whomever donald trump pretends to be on any given day or night .
764,dear mr. gowdy .,1,0,dear mr. booker .
765,thanks for standing up rand paul ... his way to do ...,1,0,please endorse bernie elizabeth ... its the right thing to do ...
766,"there are a lot of people &apos;s p??titions there , and obama is going to get rid of south carolina now .",1,0,"there are at least 3 petitions out there , and maryland switched to hillary today ."
767,i can &apos;t believe that the flag is going to be impeached for his own .,1,0,i can say patty is true to her word here .
768,the only thing to do it is to stop obama care .,1,0,the way to do that is to endorse bernie sanders .
769,"... thanks , rand paul , for the truth to this .",1,0,"... thanks , senator klobuchar , for the up-date in this regard ."
770,"thanks , mr. scott , to do something .",1,0,"thank you , senator warren , for speaking up ."
771,"yes , keep up with your constituents .",1,0,"yes , lets start with your benefits chuck ."
772,"we are very disappointed to get rid of washington &apos;s executive orders on the way , many other : / nouvelles , and a lot of congress to get rid of people who are going to do something about what is right .",1,0,"we 're ready to build on the energy of wisconsin with even bigger events nationwide , powerful new ad campaigns , and plans to engage millions of new people inspired by what 's happening ."
773,we are praying !,1,0,we are orlando proud !
774,"hey tom , he is going to be impeached &quot; .",1,0,"hey frank , it beats being &quot; sold out &quot; ."
775,"the house is going to do something about the house , i can &apos;t get a lot of exploration , but i &apos;m sure i need to vote for a balanced budget",1,0,"greater los angles veteran 's hospital i can get a box of drugs for free , but i have to buy a box of groceries"
776,thanks for standing up to the people twinke and get rid of it !,1,0,please endorse sanders and seriously consider running with him !
777,"now , get rid of the republican party .",1,0,"meanwhile , keep on truckin ' senator schumer ."
778,"now i have been supporting the republican party and i know a lot of office and i will have to do something about it , to see that i don &apos;t care about what i voted for obamacare .",1,0,"today i bought cold medicine and had to show a valid id and be put into a database , to make sure i wasn 't buying large quantities to make illegal drugs ."
779,trey gowdy ! !,1,0,"caint cry ova spilled milk , haters ! !"
780,"instead of james gowdy , how about you going to get rid of office .",1,0,"instead of bashing warren , how about you people fo read a history book ."
781,# worstresponders # dumptrump senator scott,1,0,# stillsanders # dumptrump # feelthebern
782,"that100 is not the problem , the constitution is the problem !",1,0,"piracy is not the issue , greed is the issue !"
783,"the american people have been doing something about president obama care with a job to stop , and then it is time for the people in the senate to do their job and vote against obama &apos;s candidats , not to get rid of obamacare !",1,0,"the american people elected president trump with a mandate to lead , and now it 's time for democrats in the senate to do their job and approve president trump 's nominees -- not play partisan political games !"
784,we have a third party who is going to america in the senate .,1,0,we have a son who is presently representing america in peace corps .
785,praying for you sir !,1,0,wish elizabeth would of run !
786,that &apos;s why the american people of obama care is not going to do .,1,0,that 's why most bernie supporters didn 't vote in it .
787,this is not going to be a damn for the american people .,1,0,this isn 't just an issue for seniors .
788,"the explain of the obama care - obama care and deval graham is going to nutcase obama &apos;s executive orders compromised with all that are going to do their job , but their own upmost for the bimbos of nuff fitchburg .",1,0,breaking news : elizabeth warren and deval patrick apply obama doctrine blaming everything but their own policies for the murder of little fitchburg boy jeremy oliver
789,"harry paul , ted cruz now .",1,0,elizabeth warren : gun control now .
790,"thanks for standing up for my family , my family , and our country !",1,0,"thank you for representing me , my family , and our community !"
791,and you are you going to do it ?,1,0,and you celebrate that ?
792,i live in washington and you are not going to me !,1,0,i live in wisconsin and you certainly don 't represent me !
793,"thanks for standing up for us that you are going to defund obamacare , we need to get rid of obamacare wan , you are our first !",1,0,"please promise us you will run in 2020. help us obi wan warren , you are our only hope !"
794,"however , i would like you to have not vote on the debt ceiling , and i hope in the way that you are doing in a lot of education .",1,0,"however , i urge you to not make decisions on gun violence while in a fear mentality , rather decide what you feel is right while in a loving state of mind ."
795,well done mr gowdy ! ! !,1,0,bravo to elizabeth warren !
796,thanks for all of your own work obama care we need to be impeached in the congr??s and as you .,1,0,thanks for all your hard work suzanne we need more in congress just like you .
797,fight the good work james .,1,0,fight the good fight peter .
798,even the republican party will not glenwood it in this time .,1,0,even the electoral college will not save him at that point .
799,"thanks trey gowdy with ted cruz , obama care , and rand paul for a third party bill and you will be impeached .",1,0,"please huddle with van jones , bernie sanders , elizabeth warren , and naomi klein for a game plan of real reform and you will be unstoppable ."
800,i would like to see you vote for the people of the people in the people in the house .,1,0,i wanted to let you know the feelings of the majority of the people here in nh .
801,"throat you are doing something about the american people , but the gop has been doing his job for obama care .",1,0,"you claim he has the enthusiasm of the leaders of the kkk , yet the kkk has publicly announced its support for hilary clinton ."
802,zero you and your family in the house have nothing to do something about the &quot; don &apos;t go in a balanced budget with a couteau ?,1,0,you and your colleagues in the dems have never heard the saying &quot; don 't go in a gun fight with a knife &quot; ?
803,"instead of the republican party , there is the last time for bannon on the debt ceiling .",1,0,"in addition to the muslim ban , there is the unilateral threat of bannon on the national security council ."
804,"did you know if they are going to get rid of obamacare , beheaded , and statement to the constitution ?",1,0,"did you cry when people were being drowned in cages , beheaded , and burned to death ?"
805,a little late to defund obamacare with our enemies and s?urs .,1,0,one more step towards equality with our straight brothers and sisters .
806,i &apos;ve been tube that rand paul is so much more than what is going to do about the cattle .,1,0,i thought elizabeth warren was smarter than just praising the whole gender thing .
807,"so , you are competent in the house , well ?",1,0,"so , you 're running in 2020 , right ?"
808,i am watching the republican party to vote against obama care on cloture .,1,0,i urge the electoral college to reject donald trump on december 19 .
809,# worstresponders # jillnothill,1,0,# stillsanders # jillnothill
810,they are b-day who are going to do their job that they should be impeached and get rid of the american people in this country .,1,0,this is about so-called pastors preaching to their flock they should go out and gun down lgbt citizens in this country .
811,"if you are doing the constitution , don &apos;t get rid of the dnc more than null.com .",1,0,if you get the chair please don 't screw up the dnc any more than it already is .
812,i think that you are going to be impeached by ted cruz and i don &apos;t like it .,1,0,i think you 've been bought by big pharma and i won 't ever forget it .
813,i like the republican party in the house and in the san of the house to the president .,1,0,i love the okanogan regions in the fall and sailing the san juans in the summer .
814,"yes , senator mccain &apos;s budget is going to get rid of the way to get rid of a lot more than there are many people who voted for boehner .",1,0,"yes , thousands of canadians are crossing the border to buy higher priced meds because there are soooo many canadians dying from tainted drugs ."
815,"and in your way , all of the draws of obamacare is to be stopped !",1,0,and to you and yours any season of joy is universal !
816,some people are thrown out of the way and they can &apos;t get rid of the way and they are trying to be impeached but i am sure we need to say that we can &apos;t get rid of office to do something about it in the house and r??glements,1,0,some people are in ' it ' just for the money and these poor slobs may be rich but scrooge poor in spirit and i am grateful that we can use democracy to allow humanity a voice in laws &amp; economic regulations
817,we need to get rid of all the way and i am praying that he is doing for this .,1,0,we need to hit all angles and i think amy works to do that .
818,impeach him now,1,0,mahalo ~
819,"fix obamacare , but please do your job to stop the obama care act , pruitt , and the constitution for the house , prudzer , obamacare .",1,0,"inspiring quote , but please use your vote to reject trump 's cabinet nominees---devoss , pruitt , price and the one for labor , prudzer ( sp ? ) ."
820,"and you , trey gowdy ! ! !",1,0,"and you , mr. larsen , are part of the problem ! ! ! !"
821,"i &apos;m disappointed that what has been a little as well , who is going to your constituents like you , who is going to get rid of the laxistes , the constitution , the people , penalized , and congress .",1,0,"i 'm saddened that what was such a wonderful idea , meeting your public servants , is being destroyed by lax gun laws , the media , bad parenting and dirty politics ."
822,are you going to get rid of the gop who is going to be impeached for ??tudiants ?,1,0,are you going to help thpse who receive student loans weasle out of repayment ?
823,the gop has been demarcates the people are going to get rid of congress .,1,0,the kkk were demarcates people need to go back to history class .
824,thanks for standing up no-one ! !,1,0,thank you for being so awesome elizabeth !
825,i hope that you and the rest of the american people are going to do with this administration .,1,0,i hope you and the rest of the democratic senators stand up to this vocally .
826,"if all of these people are doing something about our republican party &apos;s col. , it is going to get rid of the debt ceiling &quot; , then we need a third party for a changement .",1,0,"if all of this citizen abuse by our democratic political elite is their way of &quot; protecting democratic priorities &quot; , maybe we need somebody different for a change ."
827,well said trey gowdy .,1,0,perfectly stated congresswoman brownley .
828,this is just why we have a lot of cul for the president .,1,0,this is exactly why we have an ass hat for president .
829,"and if you are going to get rid of the last time , and have been doing the rnc in the last election .",1,0,"and after watching the dnc the last few days , and having seen the rnc last week ."
830,"gowdy is very much to stop the mast of the constitution , and is in office to get rid of the aile and the rest of a lot of water--to in dc &apos;s money to do something in all of the american people , as well as the recognize of the way that i know .",1,0,"al quida is very happy to hear the right wing nut jobs are all for it terrorits being able to get assault weapons and high-capacity rifles at any corner gun store in many states , contrary to the final sentence in the story i link to ."
831,"thanks , senator scott",1,0,"thank you , senator al franken"
832,they have been doing a job in all of the republican party was contre ?,1,0,they made a transition into everything president kennedy was against .. strange days ..
833,flat tax paul !,1,0,peace beautiful queen !
834,your crank of your constituents from the m.youtube.com of south carolina needs to go .,1,0,your voices of your personal stories of mental illness will force the change .
835,"senator mccain , you are a true patriot !",1,0,"senator warren , you are one woman army !"
836,what a true patriot !,1,0,what a courageous woman !
837,throat you &apos;re in the irs that is going to obama &apos;s poches who are doing something about .,1,0,you support hillary who is in the pockets of wall street who you are fighting against .
838,hey xy and ted cruz has been doing the same thing that are going to get rid of office !,1,0,hey chucky &amp; botox pelosi did the real people show up yet
839,thanks lawmaker for your job on this administration &apos;s love .,1,0,thank you for your important voice on this tragic issue .
840,"sure is the recognize for the m.youtube.com of money , jeanne and jeanne by leftards as well as well .",1,0,"minnesota is the poster child for voter fraud , enabled and abetted by leftards such as yourself ."
841,it &apos;s about time that the people and the american people are doing their job .,1,0,it is far past time that the wealthy and the big corporations pay their fair share .
842,trump is not a true conservative president .,1,0,trump is not a legitimate president elect .
843,flat tax cruz,1,0,oregon national guard emergency relief fund
844,make them mia love !,1,0,making far rock proud !
845,trey gowdy is trying to go .,1,0,klobuchar 2020 sounds pretty good .
846,very disappointed you have no clue .,1,0,disappointed you did not attend .
847,"i am in the house , but i have been watching this on rand paul for the people of your constituents to do .",1,0,"i live in nh , but shared this on fb for my ma friends to see ."
848,can you please get rid of the debt ceiling and discouraging the republican party to do something about the people ?,1,0,can you assure funding for mental health care and assisting central city concern to provide housing for the disenfranchised ?
849,thanks senator trey gowdy for all burgers !,1,0,thanks you senator schumer for all your hard work !
850,2016 - please vote against obamacare .,1,0,joseph - advanced notice means opposition .
851,"senator scott , please do not support .",1,0,"senator gillibrand , standing isn 't enough ."
852,"thanks , mr. gowdy , for all of your basketball for the american people in the house , and for what i am sure , i will be able to say that i &apos;m going to do something about yeoman in the house .",1,0,"thank you , senator murray , for all your help to us veterans in the past , and for what i 'm sure will continue to be yeoman 's work in the future ."
853,i know what obama is doing it !,1,0,i am sharing this just so connie can reply to this !
854,progress you are a true and gdp and you need to be done that you have we have our pm of the profonde for all you do .,1,0,"you 're a tireless , fearless advocate and must know you have our deepest appreciation for everything you do ."
855,"i don &apos;t like john mccain , and i &apos;m not a republican party .",1,0,i do not like donald trump and i do not like hillary clinton .
856,"last time is going to get rid of our boondoggle as well and as a third party , so much that we can &apos;t listen to the gop , sexisme and the rest of the people who are going to get rid of the people , sir and the constitution .",1,0,"now is the time to do our work as individuals and as a country and look at why we accept racism , sexism , and corporate greed at the expense of the poor , the disenfranchised and the environment ."
857,"thanks , sir ! !",1,0,"thank you , sen donnelly !"
858,a third party and a glock has been elected ... vegetable and keep up the good work of ted cruz ... no more ?,1,0,a bushmaster a sig and a glock were used .... regulate and ban large capacity magazines .... no more than 10 rounds ....
859,"robbed is more than the irs ... and get rid of all of ignored ... and more countries , as well as the republican party , b.s , so many people who are going to be !",1,0,"food is more important than oil ... ) , and invest more in other &quot; society cares &quot; programs such as fire departments , police , medical personnel , etc ( the people who work very long , hard hours protecting and helping the general public ) ."
860,ryan needs to do something about it .,1,0,colleen is making crap up again .
861,we are doing something about the rest of south carolina &apos;s shamed of a republican .,1,0,we 're looking at 80 years of democratic presidents after hillary .
862,weekend &quot; us in the wrongfully,1,0,punch ' em in the balls liz
863,"conclusion you need to get rid of our constitution and the senate , our brewing , our tax dollars and the constitution should be impeached from la and his family .",1,0,"cory you have to stand up for our epa and esa , our wildlife , public lands and water must be protected from trump and his cabinet ."
864,"tell you , because it &apos;s going to be stopped , why did you vote to repeal the federal government ?",1,0,"explain yourself , because it looks bad : why did you vote to support the big pharma bill ?"
865,"good job , ted cruz in washington",1,0,"best regards , elizabeth macy de montenegro # usnotme"
866,"sir , i am sure you are more than this commentaires .",1,0,"elizabeth , i thought you were smarter than these comments show ."
867,get rid of it .,1,0,take the lead al .
868,i am so disappointed and witch to have a few people like you and the republican party for us .,1,0,i am so thankful and proud to have women like you and senator warren fighting for us .
869,i &apos;m so proud of john mccain .,1,0,i 'm still grieving elizabeth warren .
870,"yes , this is the president !",1,0,yes it was madame president !
871,how many time are we going to get our american people back in the land with no action to do something about the rest of assaut of the gop act ?,1,0,how many times do we have to see our fellow americans gunned down on the streets with no hope of escaping the horrific violence brought on by assault rifles ?
872,thanks marco for standing up with the people ! ! !,1,0,thanks jon for always standing with women ! !
873,"get rid of the same spending , for the republican party , like the people .",1,0,"let 's get back to real work , representing new yorkers , including the farmers ."
874,there should be impeached that the constitution can &apos;t do .,1,0,one could easily argue that voting hillary could be even worse .
875,if you don &apos;t listen to the wealthy of judicial you have my vote ... not that obama is going to get it but please do something about obamacare .,1,0,if you dont dead-list the wolves tester than you have my vote ... not that denny would even get it but please dont.take those.creatures off .
876,"while the people are a third party congrats , their job is going to be impeached it , and can &apos;t even , or now , or today , or today .",1,0,"while women are direct receivers of abuse , their children are also traumatized from witnessing this , and may eventually , or currently , be physically abused ."
877,"8.5 you , sir .",1,0,"you go , kamala ."
878,"in south carolina , in oklahoma , we are a lot of the draws of the house ... so plesed they are going to congress .",1,0,am in canada in new brunswick and we are huge red sox fans .. so plesed they won at home .
879,"if the irs is going to be done a , erican , they are doing what they have said .",1,0,"if trump is elected that a , erican people deserve what they voted for ."
880,"if the debt ceiling is going to do anything , he should not be impeached for him .",1,0,if pharmaceutical money makes no difference to him he should not have needed it in the first place .
881,branstad is there a third party that you will do something about the american people in the house ?,1,0,rick there is an ad that says you permanently moved out of the state of wa to back east is this really true ?
882,thanks marco paul gillibrand,1,0,thank you kirsten gillibrand
883,"i believe if you don &apos;t want to get rid of obamacare who are doing a great job of the f??condit?? , you don &apos;t care about fiorina .",1,0,"i believe if you don 't support pronatalist policies that include comprehensive fertility coverage , you don 't really support equality ."
884,"the gop backs the only way , but the republican party , and then the people are going to do for the same thing as well as it is going to get rid of the way , all of shoving this administration &apos;s executive orders .",1,0,"the dnc backs the lesser , but establishment clinton , then gets people to settle for less by hailing that this as a fight against evil , all the while shoving that pesky progressive change under the rug ."
885,honor up to the constitution and the republican party .,1,0,shutdown is that it 's strangling democracy and legitimate democratic processes .
886,charity christie is a traitor,1,0,elizabeth warren is a retard
887,"oh , the american people who are trying to do something about the rest of the rid of obama &apos;s budget or soundbytes obama care .",1,0,oddly enough those angry protestors that are inciting riots mostly wear bernie sanders shirts or clinton shirts .
888,"with a balanced budget , &quot; the president has been doing i know , &quot; the american people has been doing something about it , his ??pouse i know the constitution , and they are going to be doing a admonished for us . &quot;",1,0,"with a blissful smile , the driver replied , &quot; well , the farmer gave me the cigar , his wife gave me the wine , and their beautiful twin daughters made passionate love to me . &quot;"
889,what are you going to have a chance like durbin who has been done for years .,1,0,what would you expect from a commie like durbin who has lined his pockets for years .
890,"the republicans need to get rid of the constitution , but lindsey graham has to do it .",1,0,"trump needs to lose the election , but bernie sanders needs to win it ."
891,"thanks mr. mccain , keep up for devos sanders to the american people .",1,0,"please elizabeth warren , endorse bernie sanders for president of the united states ."
892,"i believe that the constitution will have been doing and that the rest of reinvestment , as well as you do .",1,0,"i believe trump will need and want creative , positive minds like you to be successful ."
893,what is a &quot; wacko bird &quot; .,1,0,what is an &quot; ordinary american &quot; peter .
894,"the republican party was not going to get rid of obamacare now to stop obamacare , we the american people are doing on the house to do anything about congr??s of congress &apos;s executive orders from the house is going to get out of office and lobbed .",1,0,too bad the minnesota house dfl couldn 't muster enough votes yesterday to pass hf276--the we the people act--calling on congress to end the court-created doctrines of money equals speech and corporate personhood .
895,"you said it , sir !",1,0,"you said it , ms. warren !"
896,"bless you , sir ! !",1,0,bless you al !
897,the same thing has been done about ted cruz .,1,0,the tough loss was thursday night al .
898,"please , this is the only way to get rid of traveling on obamacare .",1,0,"please , now is the time to push for meaningful guns restrictions ."
899,it is time that you have been doing your job with the republican party .,1,0,it is sad that you have reduced your credibility with progressive liberals .
900,"vince , obama care , obama care , pelosi , and 2f , so much more are a lot of the people in our country .",1,0,"warren , hillary , obama , reid , pelosi and many , many more are disgusting excuses for leadership in our country ."
901,"you , james for the people , are your id??aux .",1,0,"you , shit for brains , are representing your ideals ."
902,"lent it , stop him , for us all .",1,0,"oppose them , fight them , for all of us ."
903,"unfounded scott , this is the only time you have been doing that you have done you are going to say you have done that you have been doing something you would have been doing something you are going to say you have been doing something you are doing something you can &apos;t get rid of the way you voted against what you have been going to do i know you have been scruples with all you have been doing something you &apos;re doing something you would have voted for boehner .",1,0,"elizabeth warren , this is the first time i 've disagreed with anything you 've said"
904,"he is doing my job to get rid of it &apos;s people and the people who are doing , but there is not a good job .",1,0,"it tears my heart apart to know that there are children and adults suffering , but there isn 't a good answer ."
905,"when are you going to get rid of what you have been atypique , the american people is boehner in a town hall in a third party in congress , in selma , you are going to know how you are elected , ?",1,0,"when you used what you perceived was atypical black human being drawl in a church in selma , al , you know how racist you were being , right ?"
906,"cliton , ( ...",1,0,rip ; ( (
907,"thanks , mr. gowdy , for standing up to the rest of your constituents .",1,0,"thank you , mr yarmuth , for listening to the voices of your constituents ."
908,one other republican party to get rid of the republican party from the people and ohioan .,1,0,another republican attempt to weaken the democratic coalition between young people and women .
909,"harry paul , this is nothing more than your vote !",1,0,"elizabeth warren , this is nothing different from what your party would do !"
910,"however , the gop has been doing something about it , as well the rest of the republicans ( with the rest of south carolina , obama care and benie sanders ) have been able to do a great job from the way of the house .",1,0,"however , the gop won back congress last year , because most democrats ( with the exception of elizabeth warren , dennis kucinich and benie sanders ) decided to inexplicably campaign from the further right this time ."
911,keep up the good work senator scott .,1,0,please keep up the good fight senator murray .
912,"senator thune , i am sure you are doing what you want .",1,0,"senator schumer , i think you know what you are doing ."
913,his father is trying ... the constitution is doing .,1,0,its democracy is lost ... the party is broken .
914,how about we are for the first tax dollars was on america !,1,0,how cool would it be for the first female president was from minnesota !
915,merry christmas mr gowdy and god bless you to the rest of america in our country .,1,0,merry christmas al &amp; thank you for standing up to the right-wing forces of evil in our congress .
916,i agree with you the republican party &apos;s accord harris .,1,0,i agree with you ca attorney general kamala harris .
917,"thanks , johnny gowdy !",1,0,"thank you , social security !"
918,no ... he doesn &apos;t care about the house all to do it .,1,0,no ...... he knows nothing about nh other than enjoying it .
919,bots mia love ... no one &quot;,1,0,tehran jon &#91; &#91; photo &#93; &#93;
920,thanks mike for 71.7 !,1,0,thank you amy for listening !
921,if the rest of this country is going to be the only thing in the constitution to get rid of and abroger ? !,1,0,if citizens in this country want something to protest ... that should be top of list to protest and repeal ! ! !
922,the gop in the house is going to do something about a lot of congress to unfund parenthood ... i &apos;m sure our debt ceiling the constitution .,1,0,the gop in nh just passed a bill to unfund planned parenthood ... i pray our governor will veto the bill .
923,ronald love obamacare,1,0,anna schoteldraaijer ‚ù?1
924,the republican party has been voting for cloture sanders with the rest of him ! !,1,0,"the state of colorado voted for bernie sanders , align your superdelegate vote with the people ! !"
925,"thanks for standing up for your vote to defund you , sir .",1,0,"thanks for expanding on your thinking behind your no vote , cory ."
926,i think so many of john mccain .,1,0,i think so much of elizabeth warren .
927,we also need to get rid of the irs with a balanced budget cuts like obama care .,1,0,we also need universal health care with good mental health coverage like medicaid has .
928,what about obama care ?,1,0,what about bannon chuck ?
929,this makes me that the american people are going to do a great job when he is going to do their job .,1,0,it indicates to me that democrats are continuing to do a terrible job when it comes to making their case .
930,the republican party is b-day to do not vote for devos .,1,0,the democratic party is crazy for not getting behind bernie .
931,"actually , the way that don &apos;t get rid of the republican party has done .",1,0,turning it around from your own personal loss to the comparison of republican efforts to ban planned parenthood to non-existent efforts of democrats to ban halliburton was brilliant .
932,way to go sir .,1,0,way to go kyrsten .
933,"uglist you , senator scott , and all of the other republicans need to do your job and do the same thing you have done to do .",1,0,"you , debbie dingell , and all the other obstructionist need to get off your asses and do the job you were elected to do ."
934,don &apos;t listen to the people who voted against their own spending cuts from their own spending bill .,1,0,haven 't heard of canadians dying from their prescription use
935,stop wasting time to get rid of obamacare .,1,0,stop trying to win votes claire .
936,"yes , secrecy , the current tax bill .",1,0,"peaceful yes , illicit transfer of power certainly ."
937,i am very disappointed with your vote and i have been praying you are going to do a great job on the sessions .,1,0,i usually agree with your positions and i loved that you took a stand against sessions nomination .
938,"the good thing , obama care .",1,0,"best example , hillary clinton ."
939,there is no shitter !,1,0,there 's always 2020 !
940,"if iitwh a lot of obama care , this is going to defund obamacare from the people of personnes &apos;s people in office ?",1,0,"if mario has 2,155 facebook friends , does that mean there are at leas 2,156 mentally deficient people on facebook ? ?"
941,still not straight up for the rest of fracking in our country .,1,0,still not happy about the possibility of fracking in our state .
942,he is going to be impeached .,1,0,he is going to be missed .
943,obamacare needs to go .,1,0,guinta has got to go .
944,mr. gowdy - you have my vote and i know that i have been in your basketball !,1,0,ms. speier - you have my heart and my support as i too have been in your shoes !
945,"love the flag , can &apos;t be a lot more than the derni??res .",1,0,"grow the fuck up , can 't be any worse than the last 8 years ."
946,apparently rand paul doesn &apos;t care about it .,1,0,apparently elizabeth warren doesn 't see this an issue .
947,do something about obamacare ! ! !,1,0,did schumer forget about 9 / 11 ? ! !
948,it &apos;s fashionable that obama care and his family are going to get rid of the way and birthplace him to this .,1,0,it 's doubtful that syria and its international supporters will take the punishment and leave it at that .
949,"even out of office and the constitution with spending , this is the only -pacs !",1,0,"even media and factors along with money , is corruption , by super -pacs !"
950,"in fact , more countries and the people are going to do something about it , and not just another eith of obamacare .",1,0,"make it so more corporations and companies have to build things here , and not eith parts from other cointries ."
951,thanks senator paul ryan to get rid of a budget if many people are not .,1,0,thank you senator cory booker for taking a stand when so many others have not .
952,"i want it to see that he has to do his job with no one who has been doing in his own gratification , and obamacare .",1,0,i want her to be able to reach her dreams without someone stepping in for their own selfish gratification and laying to waste her opportunities .
953,and i don &apos;t believe as a conservative .,1,0,and i don 't accept trump as the excuse .
954,it &apos;s time to get rid of a balanced budget .,1,0,it is time to enact gun control laws .
955,"if you and other republicans don &apos;t listen for the american people , and keep up with your party , the people are not going to get rid of office .",1,0,"if you , and other democrats don 't stand up for the american people , and vote with your big donors , democrats are not going to win elections ."
956,"senator mccain , it is time to stop the constitution .",1,0,"senator warren , it 's time to come off of the fence ."
957,"keep up your good work , mia .",1,0,"keep your nose clean , cory ."
958,"i would like to see that rand paul is going up for the revenus and he &apos;s going to do what is right with all of this , but it &apos;s time that he will do something ?",1,0,i like that bernie is concerned about income inequality and he talks about what 's wrong with all of this i get it but what is he going to do about it ?
959,don &apos;t forget what the american people of the house to get rid of office like the republican party in the meaages bill in washington .,1,0,just don 't forget the black communities burdens of having police like the racist cops in text meaages in san francisco .
960,"this time i am so disappointed to see i &apos;m in the gop , thanks for this position .",1,0,"on this day i am so proud to be from montana , thank you for supporting this ."
961,you are a disgrace to the republican party .,1,0,you are an embarrassment to the lgbt community .
962,"graham dicken : there are a lot of people and many of the house if you &apos;re going to get rid of the debt if you do not vote for him , but don &apos;t get it out of office .",1,0,"jim dicken : there a lots and lots of places to rage against corporate irresponsibility if you want to talk about misappropriated moneys , but don 't do it from the lives of unemployed people ."
963,merry christmas mia love a republican .,1,0,happy birthday tulsi from a libertarian admirer .
964,"even as a 28day of pallone , i can &apos;t believe if he has been doing i want to know a lot of the house , a basicaly or all times on this .",1,0,"even as a supporter of pallone i could care less if he wished me a happy easter , haloween , or any other holiday for that matter ."
965,"mr. gowdy stabenow , why don &apos;t you do something about it ... this is trying to the senate not the american people .",1,0,"mrs. debbie stabenow , why are we not already impeaching him ... that requires the senate not the american people ."
966,"my christie has been the republican party &apos;s budget , who has been doing a great job in the ??ducation , the debt ceiling , ndaa , and the borders , and the rest of us , and the rest of belive for congress .",1,0,"my plan was the cbc alternative budget fy2012 , which made significant investments in education , job training , transportation and infrastructure , and r &amp; d , while protecting the social safety net ."
967,"the same thing , contemporaries in with the irs , if you are obama care , is a temporaire , is going to be a enthusiastically , and tubes .",1,0,"the alternative , of coercion through strength ‚Ä?if you 're lucky ‚Ä?is a temporary , artificial , unsustainable victory ."
968,"america has a few , what is right when you are going to get rid of the rest of the american people we have .",1,0,"oregon has six , which is dreadful when you think of the small number of large cities we have ."
969,-and is going to be a lot of him ! !,1,0,tammy is one of the few in dc who actually gets it ! ! ! !
970,mitch mcconnell - i am te the constitution !,1,0,pepsi commercial - i loved the message !
971,"why don &apos;t you get rid of the irs &apos;s executive order to defund obamacare , or don &apos;t you think a lot of congress ?",1,0,"why don 't you call for investigations of the campaign donations to barney frank by them , or do you not see a conflict of interest ?"
